Requirement	AC	Source locator	Requirement title	AC text	Requirement SHA-256	AC SHA-256
REQ-SET-001	AC-SET-001	4df6fb1:approved-bounded-contract.md:118	## REQ-SET-001 — 初期Linux導入をOwner、Capability、secret、診断、E2Eで検証する	- AC-SET-001: clean Linux fixtureが一Owner/一Workspaceを作成し、config・data・state・cache・runtimeを五つのXDG rootへ役割別に分離する。secretは第六rootにせずconfigから参照するdistinct secret storage boundaryへ置き、平文をconfig/Event/Projection/logへ出さない。Capability選択とcredential registrationを明示する。	sha256:173582fb7dff1b39dee5ec02359d659e3fba243bab8d8cf1cc47854a02dadfcd	sha256:a2b3f43daa41bef75b3b2ed19bb527230d1afbde3394e7879bd489df3706b950
REQ-SET-001	AC-SET-002	4df6fb1:approved-bounded-contract.md:119	## REQ-SET-001 — 初期Linux導入をOwner、Capability、secret、診断、E2Eで検証する	- AC-SET-002: doctor fixtureがSource、Wake、STT、SBERT、camera、TTS、Provider、Memoryのready/未設定/認証失敗/非互換/利用不能、各remedyを別の型付き結果として示す。secret本文とconfigured authorizationのない外部transferを露出または実行しない。	sha256:173582fb7dff1b39dee5ec02359d659e3fba243bab8d8cf1cc47854a02dadfcd	sha256:e049a3a7f8814a47a5c85489fc14fc88e1803c761f8f5688e51baa00e94f5bb4
REQ-SET-001	AC-SET-003	4df6fb1:approved-bounded-contract.md:120	## REQ-SET-001 — 初期Linux導入をOwner、Capability、secret、診断、E2Eで検証する	- AC-SET-003: 対応実機E2Eがclean Linux setup、credential registration、doctorの全ready、real wake、最初の発話、有限Conversation、最終Presentation、Homeを相関IDで記録する。FakeだけをこのACの証拠にしない。	sha256:173582fb7dff1b39dee5ec02359d659e3fba243bab8d8cf1cc47854a02dadfcd	sha256:819e90d44cafaa73bf70787e2eef048ff94f3d8cf5647df0441977890fd8e375
REQ-SET-001	AC-SET-004	4df6fb1:approved-bounded-contract.md:121	## REQ-SET-001 — 初期Linux導入をOwner、Capability、secret、診断、E2Eで検証する	- AC-SET-004: Ubuntu 24.04 LTS/x86_64/Intel第8世代Core i5以上/RAM 8GB以上のfixtureがbaselineを明示し、installation serverごとにservice/capabilityを個別選択する。全Y2 serverの自動install、Codex bundle、active Interaction中のprovider rebind、失敗時の自動fallbackを行わない。	sha256:173582fb7dff1b39dee5ec02359d659e3fba243bab8d8cf1cc47854a02dadfcd	sha256:f4aadf2ee4b666772216b8dfc71f7b83b8a997dd8e1afa9755acbd4ed05794c9
REQ-QPR-001	AC-QPR-001	4df6fb1:approved-bounded-contract.md:129	## REQ-QPR-001 — Quality Profileをversion付き実測契約にする	- AC-QPR-001: TC70/C210別のprofile fixtureがWake positive、near-negative、silence、self-audio、TTS回答全文Stop語あり/なしでの自己音声・利用者Stop・同時発話・近似語・遅延buffer、SBERT single、composite、negative、unrelated、warm/cold、CPU/RAM、endurance、reconnectをそれぞれ欠測可能な独立項目として記録する。TC70の必須項目とOwner採否が初期release gateであり、C210の欠測/未達はC210 profileだけを非readyにしてTC70 releaseをblockしない。	sha256:354d72e48611086bb849bf0612e93e0b82f865386fdadfd50b300c0f436e23ce	sha256:1123c8f4fb7c70b7fa9a44c9e2d56bafef130126e348a96e935bc4634b0b938d
REQ-QPR-001	AC-QPR-002	4df6fb1:approved-bounded-contract.md:130	## REQ-QPR-001 — Quality Profileをversion付き実測契約にする	- AC-QPR-002: 閾値または必須測定が未設定のprofileをrelease-readyと表示しない。測定不能、Failure、未実施は成功値に置き換えない。	sha256:354d72e48611086bb849bf0612e93e0b82f865386fdadfd50b300c0f436e23ce	sha256:0c8bcdbea13a9178fb4c683a0634cd4864d6d66dd4643299f749dd3ca9042161
REQ-QPR-001	AC-QPR-003	4df6fb1:approved-bounded-contract.md:131	## REQ-QPR-001 — Quality Profileをversion付き実測契約にする	- AC-QPR-003: quality fixtureが各測定のhardware、input fixture、profile version、時点、Failure分類を残し、実測値なしの既定値またはY1値をY2のrelease閾値として流用しない。	sha256:354d72e48611086bb849bf0612e93e0b82f865386fdadfd50b300c0f436e23ce	sha256:a73e4687b3064c98abf38eecef389c72d562f24b5f0cb9792fc38a231dda0402
REQ-QPR-001	AC-QPR-004	4df6fb1:approved-bounded-contract.md:132	## REQ-QPR-001 — Quality Profileをversion付き実測契約にする	- AC-QPR-004: 365日objective fixtureが計画、対象hardware/profile、途中evidence、spike後soak thresholdを持ち、pre-roll/guard/settleの環境別計測defaultをversion/configへ固定する。いずれかが欠けるprofileをrelease-readyと表示しない。	sha256:354d72e48611086bb849bf0612e93e0b82f865386fdadfd50b300c0f436e23ce	sha256:dc809686d8ba0a0343b2c3323dd2753d38afbe10e2af788939b982c0f289c023
REQ-DAT-001	AC-DAT-001	4df6fb1:approved-bounded-contract.md:142	## REQ-DAT-001 — 内容分類ごとのlocal-first処理場所・移送とArtifact境界を明示する	- AC-DAT-001: `Image`、`Audio`、`Transcript`、`Conversation`、`Memory`、`Artifact`のfixtureが、各内容分類についてLocal/Remoteの処理場所とLocalToRemote/RemoteToLocalの移送方向を別々にPolicy/configured authorizationで評価し、許可されない移送Effectを生成しない。	sha256:15635a9e9da4fdef8eab697312448dd055fde31a18ce3d76f8c46d5d76b048d3	sha256:c0ec1f1c2fbae550c849ca1b25dcb6006c86185f3802558993f2143aa675310c
REQ-DAT-001	AC-DAT-002	4df6fb1:approved-bounded-contract.md:143	## REQ-DAT-001 — 内容分類ごとのlocal-first処理場所・移送とArtifact境界を明示する	- AC-DAT-002: auto-save、明示memorize、delete、standing authorization enabled/disabled/revokedのfixtureが、目的ごとのauthorization状態を区別し、削除済みArtifact/Memoryを再公開せず、利用ごとのconsent promptを要求しない。	sha256:15635a9e9da4fdef8eab697312448dd055fde31a18ce3d76f8c46d5d76b048d3	sha256:21203bcf19a9cca589fc903cebb22b7030214c8b92f7bc3d60e19edbc427709d
REQ-DAT-001	AC-DAT-003	4df6fb1:approved-bounded-contract.md:144	## REQ-DAT-001 — 内容分類ごとのlocal-first処理場所・移送とArtifact境界を明示する	- AC-DAT-003: Artifact fixtureが論理IDと認可済み参照だけをProjection/Providerへ渡し、path、secret、実装固有storage locatorを渡さない。	sha256:15635a9e9da4fdef8eab697312448dd055fde31a18ce3d76f8c46d5d76b048d3	sha256:74c58809706a570f034a16c52bf263e61cce4375a2af899d34105713eb72d168
REQ-DAT-001	AC-DAT-004	4df6fb1:approved-bounded-contract.md:145	## REQ-DAT-001 — 内容分類ごとのlocal-first処理場所・移送とArtifact境界を明示する	- AC-DAT-004: Artifact delete fixtureが`DeleteArtifact` Decisionから明示Effect、Adapter result Eventへ進み、論理ID、authorization、lifetime、delete状態を検証する。Adapter/Projectionがpathで削除を代行したり、結果Eventなしに削除済みと主張したりしない。	sha256:15635a9e9da4fdef8eab697312448dd055fde31a18ce3d76f8c46d5d76b048d3	sha256:e00630eb23b7661d8cbf6eda9a5160a4aa4a2c4b0c02650c082464d05d17c7f3
REQ-DAT-001	AC-DAT-005	4df6fb1:approved-bounded-contract.md:146	## REQ-DAT-001 — 内容分類ごとのlocal-first処理場所・移送とArtifact境界を明示する	- AC-DAT-005: TTS WAVはplayback terminalまたはdurable Recovery後、かつ未解決dependentがないときだけdeleteし、temp captureはInteraction terminal後かつ未解決dependentがないときだけdeleteする。saved ArtifactはOwner deleteまで保持する。restart、参照、outcome unknownのfixtureはpathでなくlogical ID/lifetime/dependent/recovery状態で再判定し、Auditは最小logical referenceとmetaだけを残す。	sha256:15635a9e9da4fdef8eab697312448dd055fde31a18ce3d76f8c46d5d76b048d3	sha256:ce4ed90853630e152ea081ed322c48e395c1fe829f35a5e83fa25d92487f9221
REQ-DAT-001	AC-DAT-006	4df6fb1:approved-bounded-contract.md:147	## REQ-DAT-001 — 内容分類ごとのlocal-first処理場所・移送とArtifact境界を明示する	- AC-DAT-006: 保存画像`Image + Artifact`、音声会話`Audio + Conversation`、検索結果を含むprompt、派生・結合requestのfixtureが分類unionを行い、全分類許可時だけdispatch時のPolicy version付きEffectを作る。一分類拒否、Unknown、未分類、空集合、意図的な過少分類ではEffectを作らず、設定変更はdispatch済みEffectへ遡及しない。	sha256:15635a9e9da4fdef8eab697312448dd055fde31a18ce3d76f8c46d5d76b048d3	sha256:32cd8b8dee1a6a8674137008c2f3df1a1330bcb8a966a81f2877218eeb976a07
REQ-DAT-001	AC-DAT-007	4df6fb1:approved-bounded-contract.md:148	## REQ-DAT-001 — 内容分類ごとのlocal-first処理場所・移送とArtifact境界を明示する	- AC-DAT-007: ownership fixtureが分類schema/導出Policy版/authorization viewをData Classification Policy Contextだけへ登録し、Provider、Skill、Fetcher、Artifact Adapterが分類Stateを直接変更せず結果Eventだけを返す。Skill grant所有とdata分類/transfer所有を同じStateへ畳まない。	sha256:15635a9e9da4fdef8eab697312448dd055fde31a18ce3d76f8c46d5d76b048d3	sha256:566bbe7b3b995ea3a2c83fa5875bf3064083fa515dcd84b31d0cf6d26f9a3139
REQ-NET-001	AC-NET-001	4df6fb1:approved-bounded-contract.md:158	## REQ-NET-001 — search/fetchを別のnetwork capabilityとして形式化する	- AC-NET-001: allowlist外URL、search Failure、fetch Failure、citation欠落、provenance欠落、search/fetchのno-resultsのfixtureが、相互に区別できる型付きFailure、拒否、または空成功を返す。	sha256:f82604faa7cf6ef147a5ef82942b07be459dc0b88f8207f7426e15fb6230f2db	sha256:45da3b6680fad0a5cf056af33b9b954e5eb3cd607a54aec5a7fe33d7b35649f9
REQ-NET-001	AC-NET-002	4df6fb1:approved-bounded-contract.md:159	## REQ-NET-001 — search/fetchを別のnetwork capabilityとして形式化する	- AC-NET-002: Search/Fetch成功fixtureが、許可されたsource、取得時点、logical ArtifactRef、利用者へ示すcitationを返し、取得本文を観測済みの世界事実へ昇格しない。	sha256:f82604faa7cf6ef147a5ef82942b07be459dc0b88f8207f7426e15fb6230f2db	sha256:f11978f4ab7c68d6835fbffc95b924e683b0cd5fbb2d59fe69e10a38fcccbb01
REQ-NET-001	AC-NET-003	4df6fb1:approved-bounded-contract.md:160	## REQ-NET-001 — search/fetchを別のnetwork capabilityとして形式化する	- AC-NET-003: network取得を許可しLLM transferを拒否したfixtureが、検索/取得結果を保持してもProvider requestを生成しない。	sha256:f82604faa7cf6ef147a5ef82942b07be459dc0b88f8207f7426e15fb6230f2db	sha256:73ca7166da7e2e09342e05413302c572291c97a6903342a3e322b559a2dd7655
REQ-NET-001	AC-NET-004	4df6fb1:approved-bounded-contract.md:161	## REQ-NET-001 — search/fetchを別のnetwork capabilityとして形式化する	- AC-NET-004: retrieved content fixtureが、RemoteToLocal取得の許可と、内容分類ごとのLocalToRemote Provider transfer許可を別々に要求し、後者なしではProvider requestを生成しない。	sha256:f82604faa7cf6ef147a5ef82942b07be459dc0b88f8207f7426e15fb6230f2db	sha256:f1f14a0bf34cf991b356a3b38d4a7d3498de92336768bc511683ca6cc829f16a
REQ-NET-001	AC-NET-005	4df6fb1:approved-bounded-contract.md:162	## REQ-NET-001 — search/fetchを別のnetwork capabilityとして形式化する	- AC-NET-005: 登録Search/Fetch Skillが型付きTool/Portを使うfixtureだけがmanaged成功、provenance、citationを返す。直接networkを行うPython/shell fixtureはmanaged Search/Fetch結果にならず、Unknown/untrusted分類のままProvider requestを生成しない。一般Skillの別grantを無効化せず、Search/Fetchを名乗ることでallowlist、分類、移送Policyを迂回できない。	sha256:f82604faa7cf6ef147a5ef82942b07be459dc0b88f8207f7426e15fb6230f2db	sha256:2ea7bdf1b26cae4c3a34d9dfd175424d15e032f8a34f761753a517f41c2417ef
REQ-AGT-001	AC-AGT-001	4df6fb1:approved-bounded-contract.md:176	## REQ-AGT-001 — Codex Agent adapterを外部Thread境界として扱う	- AC-AGT-001: bootstrap fixtureがlong-lived `codex app-server`を一回start/superviseし、connectionごとにinitializeを一回だけ行い、通常turnで`codex exec`を起動しないことを示す。doctorはpinしたCodex version/schema/readinessの非互換を型付きFailureにする。	sha256:c0dc919fe17f067a9b61d81e000f1f4a9401c763bc7798a73c222eb3b4042dd0	sha256:b08ae12846b53d48af8c74da0a5116910900116634f717b969aea32b4f78b12b
REQ-AGT-001	AC-AGT-002	4df6fb1:approved-bounded-contract.md:177	## REQ-AGT-001 — Codex Agent adapterを外部Thread境界として扱う	- AC-AGT-002: ConversationがHomeと有限Qualiaを複数回通るfixtureが、同じ正確なThread IDへ`thread/start`後の`turn/start`を相関し、Home/Qualia終端でThreadを終了しないことを示す。	sha256:c0dc919fe17f067a9b61d81e000f1f4a9401c763bc7798a73c222eb3b4042dd0	sha256:fea65318bd3b566e11d90e37f8c7e773a3e2a4f5e5ec2746bf74f6a361548dda
REQ-AGT-001	AC-AGT-003	4df6fb1:approved-bounded-contract.md:178	## REQ-AGT-001 — Codex Agent adapterを外部Thread境界として扱う	- AC-AGT-003: restart/reconnect、deleted thread、resume mismatch、crash-before-external-ID、duplicate/late resultのfixtureが、Y2 Interaction ID/exact Thread ID/Y2-issued immutable attempt-generation-correlation/pinned provider-profile-protocolを持つdurable `AgentTurnBinding`、記録済みIDの`thread/resume`、typed `RebindRequired`/Recovery、重複抑止を示し、`--last`、暗黙new Thread、Y2 Conversation IDによる継続偽装を行わない。	sha256:c0dc919fe17f067a9b61d81e000f1f4a9401c763bc7798a73c222eb3b4042dd0	sha256:a0499d1c0391c7b3a23335b66ce94cd84ad081a22116137ba6e027a88d72ac7b
REQ-AGT-001	AC-AGT-004	4df6fb1:approved-bounded-contract.md:179	## REQ-AGT-001 — Codex Agent adapterを外部Thread境界として扱う	- AC-AGT-004: Cancel fixtureがexact active `AgentTurnBinding`/generationだけをtargetとする`turn/interrupt` Effectと相関したterminal/Recovery Eventを返し、dispatch直前にBindingがcurrentでなくなったcancelをrejected/no-effectとして送らないことを示す。notification/delta fixtureは型付きprogress/result Eventへ縮約し、raw deltaとThread IDを通常journal/Projection/auditへ無制限・平文で出さない。	sha256:c0dc919fe17f067a9b61d81e000f1f4a9401c763bc7798a73c222eb3b4042dd0	sha256:d275a2f5aa6bc270d67609beb74eda7ea14f98be986e6a4db7526c5b231e8bb2
REQ-AGT-001	AC-AGT-005	4df6fb1:approved-bounded-contract.md:180	## REQ-AGT-001 — Codex Agent adapterを外部Thread境界として扱う	- AC-AGT-005: warm/cold latency fixtureが同一app-server process/connectionと同一Threadが再利用された証拠を記録し、Agent Session Context以外がexternal binding/status/correlationを所有せず、AdapterがWorldStateを変更しないことを示す。	sha256:c0dc919fe17f067a9b61d81e000f1f4a9401c763bc7798a73c222eb3b4042dd0	sha256:1f58bf0b5ae477772a4c65282f5126d36f17c2abe41f05bb243aeb635b13ca67
REQ-AGT-001	AC-AGT-006	4df6fb1:approved-bounded-contract.md:181	## REQ-AGT-001 — Codex Agent adapterを外部Thread境界として扱う	- AC-AGT-006: 同じThreadでAを開始後Bを開始し、Aのdelayed/duplicate resultとstale cancelを注入するfixtureが、AのBinding/Recovery/auditだけを更新し、BのState、Presentation、cancel、terminal、Effect Graphを変更しないことを示す。	sha256:c0dc919fe17f067a9b61d81e000f1f4a9401c763bc7798a73c222eb3b4042dd0	sha256:6ce953a9d616e90ab716c6de6c0ed385e223f0692b38d02dc4ffcafff33ed9a5
REQ-AGT-001	AC-AGT-007	4df6fb1:approved-bounded-contract.md:182	## REQ-AGT-001 — Codex Agent adapterを外部Thread境界として扱う	- AC-AGT-007: SemanticMemory注入を伴う複数Interaction、manual compaction、Owner Thread reset、reset crash、deleted Thread/resume mismatchのfixtureが、Threadを外部継続文脈として明示し、Y2正本Conversation/Memoryと混同しない。reset barrier確定後は旧Threadへ新turnを開始せず、旧late resultを新Threadへ移さず、SemanticMemoryを暗黙削除しない。	sha256:c0dc919fe17f067a9b61d81e000f1f4a9401c763bc7798a73c222eb3b4042dd0	sha256:d8dc31dd0973f86be5e0a27de5fc89d6d0433b00dc1238d7a925cfac8f67fb94
REQ-AGT-001	AC-AGT-008	4df6fb1:approved-bounded-contract.md:183	## REQ-AGT-001 — Codex Agent adapterを外部Thread境界として扱う	- AC-AGT-008: `CodexThread` route、`NoExternalContinuity` route、Codex→非対応route→Codexの切替fixtureが、dispatch時にcontinuity能力をpinする。Codex routeだけが記録済みexact Threadをstart/resumeし、非対応routeは現在入力と選択済みSemanticMemoryだけを受け取る。Codexへ戻ったときは以前のexact Threadを再開しても、route gap中のturnをThread履歴に含むと偽らず、自動fallback/rebindを行わない。	sha256:c0dc919fe17f067a9b61d81e000f1f4a9401c763bc7798a73c222eb3b4042dd0	sha256:2873556c26feb5c18f593d77cee56b88404902c0519d4f8e82f40f63c9edba36
REQ-AGT-001	AC-AGT-009	4df6fb1:approved-bounded-contract.md:184	## REQ-AGT-001 — Codex Agent adapterを外部Thread境界として扱う	- AC-AGT-009: `NoExternalContinuity` fixtureがThread ID absenceのBindingを耐久化し、`RequestInference`をProvider Inference Portへ実dispatchしてstarted/resultまたはtyped Failureを相関する。Cancel fixtureは同じattempt/generationへの`CancelInference`を送り、Cancelled/Unsupported/OutcomeUnknownを区別する。cancel後のlate/duplicate resultは元BindingのRecovery/auditだけを更新し、現在Interaction、Presentation、後続Graphを変更せず、Provider停止を捏造しない。	sha256:c0dc919fe17f067a9b61d81e000f1f4a9401c763bc7798a73c222eb3b4042dd0	sha256:473bd99ccced3115f1b55525f3e15b83c03d1de1dacc319eed9ea89de340c713
REQ-SKL-001	AC-SKL-001	4df6fb1:approved-bounded-contract.md:194	## REQ-SKL-001 — Skill作成権限とSkill実行権限を分離する	- AC-SKL-001: Owner standing delegation下のSkill作成fixtureが、inactive asset staging、grant validation/commit、activation Eventの順に進み、利用ごとの承認UIなしで初めて実行可能になる。delegation範囲外、grant欠落、asset検証Failureではactivateしない。	sha256:71560dfaddd78489968db3ff57dc626000deff2bb31e5ed93857c0a940b344f1	sha256:41b493cae134b2b8e067010b67ca5e03ec397eb35778aa827310984ea4b78d6c
REQ-SKL-001	AC-SKL-002	4df6fb1:approved-bounded-contract.md:195	## REQ-SKL-001 — Skill作成権限とSkill実行権限を分離する	- AC-SKL-002: Skill別grant fixtureが、許可されたWorkspace外read/write、network destination、secret参照、外部operationを実行でき、scope外操作をtyped PermissionDeniedとして拒否する。dispatch時にgrant versionをpinし、後続変更で書き換えない。	sha256:71560dfaddd78489968db3ff57dc626000deff2bb31e5ed93857c0a940b344f1	sha256:d168e42b2d5c837924279c013471030e67c6596913da559312f47b37206616ed
REQ-SKL-001	AC-SKL-003	4df6fb1:approved-bounded-contract.md:196	## REQ-SKL-001 — Skill作成権限とSkill実行権限を分離する	- AC-SKL-003: Skill自身、別Skill、LLM Proposalがgrant拡大・revocation解除・Y2 Behavior/catalog変更を試みるfixtureが、Authorization State、信頼済みGraph、ownershipを変更しない。SkillCreator再構成またはOwner config/CLIだけが別Commandとして権限変更を開始できる。	sha256:71560dfaddd78489968db3ff57dc626000deff2bb31e5ed93857c0a940b344f1	sha256:ddfd0afe0137c4e0e7613bb56a6816ca2bbb6c70cdbe2f1f91e625d2f1bd5cda
REQ-SKL-001	AC-SKL-004	4df6fb1:approved-bounded-contract.md:197	## REQ-SKL-001 — Skill作成権限とSkill実行権限を分離する	- AC-SKL-004: asset作成後/grant commit前、grant commit後/activation前、activation後result前のcrash、duplicate create、revocation、rollback/cleanup fixtureが、部分状態を実行不能のままRecoveryし、同じrequestを二重activateせず、revoked grantで新しいEffectをdispatchしない。	sha256:71560dfaddd78489968db3ff57dc626000deff2bb31e5ed93857c0a940b344f1	sha256:c980d415de48df488172dc446ee1f9ef12c934741f49d46dff4af5ac10b467d7
REQ-SCP-001	AC-SCP-001	4df6fb1:approved-bounded-contract.md:205	## REQ-SCP-001 — 初期release scopeを有限かつnon-streamingに固定する	- AC-SCP-001: 初期TTS fixtureが単一のnon-streaming synthesis/playback Effectとterminal/Recovery Eventを持ち、audio chunk、stream queue、chunk worker、backpressure edgeをGraphへ生成しない。	sha256:e1b626b12dabac41bd7b459448f3252a798218908b6f7251228074644a98eaf6	sha256:8492467d3cb2ed6bbb19ef533eb12fbf82f132e5b7848ed80c1c0972e3f308ad
REQ-SCP-001	AC-SCP-002	4df6fb1:approved-bounded-contract.md:206	## REQ-SCP-001 — 初期release scopeを有限かつnon-streamingに固定する	- AC-SCP-002: long-duration transcription、simultaneous interpretation、surveillance、continuous conversationのrequest fixtureが初期Behaviorへ暗黙routing/fallbackせず、typed unsupported/deferred結果を返す。	sha256:e1b626b12dabac41bd7b459448f3252a798218908b6f7251228074644a98eaf6	sha256:4fa744cfee0dc22cbe76ad6545005f6e75bb089c5f6675e4054755b0ad796ce1
REQ-SCP-001	AC-SCP-003	4df6fb1:approved-bounded-contract.md:207	## REQ-SCP-001 — 初期release scopeを有限かつnon-streamingに固定する	- AC-SCP-003: SkillCreator、Search、Fetch capability fixtureが初期catalogで必須と分かり、Codex Skill作成が正式Y2 Behavior/Rule/Policy/Port/Effect/ownership変更を自動発生させず、Search/FetchがREQ-NET-001のallowlist/provenance/transfer authorizationを守ることを示す。	sha256:e1b626b12dabac41bd7b459448f3252a798218908b6f7251228074644a98eaf6	sha256:ff7d046ea6e28eba49f7415e2c4aa9b30123da9d5cc13f96123f3c35d5e211c7
REQ-LOG-001	AC-LOG-001	4df6fb1:approved-bounded-contract.md:215	## REQ-LOG-001 — 運用logを状態・記憶・監査から分離する	- AC-LOG-001: operations 30日/audit 90日/debug 7日のrolling cleanup fixtureが設定値を適用し、journal/pending/recovery/stateを削除対象に含めない。	sha256:d8302a2b5f426ff4c5e4ad22cb6276ba3392e078936a2416272e95f59605e444	sha256:a6bc1344df02cd3239544809f42ac2c448761a2cf3b7ec9871e7183416e13413
REQ-LOG-001	AC-LOG-002	4df6fb1:approved-bounded-contract.md:216	## REQ-LOG-001 — 運用logを状態・記憶・監査から分離する	- AC-LOG-002: raw audio/image、secret、full Conversation、SemanticMemory、reflex commandのfixtureが、通常logとauditの許可面を分離し、reflexがMemoryへ保存されないことを示す。	sha256:d8302a2b5f426ff4c5e4ad22cb6276ba3392e078936a2416272e95f59605e444	sha256:2520ed68a7ef00becf09c58712f6f3ea7b98c5fc1a79cd3415fedb299341a585
REQ-LOG-001	AC-LOG-003	4df6fb1:approved-bounded-contract.md:217	## REQ-LOG-001 — 運用logを状態・記憶・監査から分離する	- AC-LOG-003: retention cleanup fixtureがDecision、Effect、result Eventを相関し、delete Failure/OutcomeUnknownを成功として隠さずRecoveryまたは型付きFailureへ残す。	sha256:d8302a2b5f426ff4c5e4ad22cb6276ba3392e078936a2416272e95f59605e444	sha256:ad2d50fa89b1ff311ed411750d9db4e0cc61a635c77be035df7cd69b8545f8b1
REQ-ARC-001	AC-ARC-001	4df6fb1:architecture-requirements.md:13	### REQ-ARC-001 — 純粋なドメイン判断	- AC-ARC-001: 具体的Adapterを構築せずに、焦点を絞ったテストがRuleを評価しTransitionを適用できる。	sha256:70595a9321878ec376fbca68fb22317721a8fb7643f5f58ed0dded9d4e6f725d	sha256:43e0df6d49944f2343c2b45fe084e40bd58bfefd3f967fdd54a482e9d500788f
REQ-ARC-001	AC-ARC-002	4df6fb1:architecture-requirements.md:14	### REQ-ARC-001 — 純粋なドメイン判断	- AC-ARC-002: 機械生成した依存グラフまたはarchitecture testが、domain package／crateからadapter、bootstrap、I/O実装、FFI、具体Providerへの依存経路が存在しないことを、実装言語に依存しない形で示す。	sha256:70595a9321878ec376fbca68fb22317721a8fb7643f5f58ed0dded9d4e6f725d	sha256:2a6379417b58dc4b2a2bf607b2941a875e1e6c3e488f06198ef3ded3a4516967
REQ-ARC-002	AC-ARC-003	4df6fb1:architecture-requirements.md:22	### REQ-ARC-002 — 単一のState所有者と汎用Kernel	- AC-ARC-003: 導入されるState型ごとに、契約上ちょうど一つの所有Contextを記す。	sha256:fc78464df8f822198730ce9a8d53c827f50a6c8853fd9dd6d66c24d058b325ca	sha256:ed9e2de00036f959bc923257c7a8d85a1c01c73766a687d4b70022902c82748a
REQ-ARC-002	AC-ARC-004	4df6fb1:architecture-requirements.md:23	### REQ-ARC-002 — 単一のState所有者と汎用Kernel	- AC-ARC-004: 新しいAdapterがWorldStateを直接変更せずに結果Eventを返せる。	sha256:fc78464df8f822198730ce9a8d53c827f50a6c8853fd9dd6d66c24d058b325ca	sha256:494e1921bacc3421e93672ffdd73fe950b5b0fa8bca34342ae9bf06debd9c1d1
REQ-ARC-002	AC-ARC-017	4df6fb1:architecture-requirements.md:24	### REQ-ARC-002 — 単一のState所有者と汎用Kernel	- AC-ARC-017: 全State型がownership registryへ一度だけ登録され、重複・未登録がなく、非所有moduleから変更用constructor／reducerへ到達できないことをarchitecture testが示す。他ContextはEventまたは読取viewだけを利用する。	sha256:fc78464df8f822198730ce9a8d53c827f50a6c8853fd9dd6d66c24d058b325ca	sha256:4d6d5f54db0e8894386e49b009b152aeb29a7b8eb729323838478029450531b1
REQ-ARC-003	AC-ARC-005	4df6fb1:architecture-requirements.md:32	### REQ-ARC-003 — 不変の仕事としてのEffectと結果Event	- AC-ARC-005: 試験用Effectがdispatch前に直列化可能、または値として比較可能である。	sha256:9b77e51a6bcf76ea564aee26991e5b0a4fc0e9d714405c6900771b6e910dfb26	sha256:9dbf79a47dff89437e4af4a504b2b66baebc4b4f2a2bade0fb1d0efcba0c451b
REQ-ARC-003	AC-ARC-006	4df6fb1:architecture-requirements.md:33	### REQ-ARC-003 — 不変の仕事としてのEffectと結果Event	- AC-ARC-006: 成功、DefinitelyNotApplied、OutcomeUnknownの各経路が、互いに異なる結果データとしてKernelへ戻る。	sha256:9b77e51a6bcf76ea564aee26991e5b0a4fc0e9d714405c6900771b6e910dfb26	sha256:3b9baa9d7c4db3f8423af7fef33d43b48c38e611312e8e7e7d5d6c5f4aea3608
REQ-ARC-004	AC-ARC-007	4df6fb1:architecture-requirements.md:41	### REQ-ARC-004 — ProposalはCommandではない	- AC-ARC-007: 未承認のProposed EffectがPolicyにより拒否される、またはdispatchされないまま残る。	sha256:15185d3e746c4fb18a5b63478d0179499bf5a78ee6264873764ae24788be6821	sha256:583710729b6424f90f84085dd1eed0a5657f6c400e30a8d6c1c62f6e0cad9919
REQ-ARC-004	AC-ARC-008	4df6fb1:architecture-requirements.md:42	### REQ-ARC-004 — ProposalはCommandではない	- AC-ARC-008: 承認済みProposalが、そこから生じる許可済みEffectと別の値として表現される。	sha256:15185d3e746c4fb18a5b63478d0179499bf5a78ee6264873764ae24788be6821	sha256:3dbda9cf6f67680608f347beb3ff34d7659a4e5c3f5710c808e35993b73a5042
REQ-ARC-005	AC-ARC-009	4df6fb1:architecture-requirements.md:52	### REQ-ARC-005 — 意味候補の生成と解決を分離する	- AC-ARC-009: gray bandのCandidateに対し、動作候補固有gateが受理するfixtureと拒否するfixtureが、異なる明示的resolution結果を返す。	sha256:44f5e4997705a724d0e30d3f1d096c9db737eaee9643da3b85bd25932e9f76ce	sha256:97ac42a5a02f04429f17aa9f7e43a1523e75c85d93f487746b8265f66f8e3ccb
REQ-ARC-005	AC-ARC-010	4df6fb1:architecture-requirements.md:53	### REQ-ARC-005 — 意味候補の生成と解決を分離する	- AC-ARC-010: 競合、曖昧、候補なし、合成可能の各fixtureがresolution Policyの異なる明示的結果を得る。	sha256:44f5e4997705a724d0e30d3f1d096c9db737eaee9643da3b85bd25932e9f76ce	sha256:71e04cfd805cb0ab52fd57ca8b702c1e2d640a1b3894631e2814b56a56785cf9
REQ-ARC-008	AC-ARC-013	4df6fb1:architecture-requirements.md:61	### REQ-ARC-008 — Contributor構成をCapability Policyで決める	- AC-ARC-013: 明示Capability Policyでrule-onlyまたはLLM-proposal-onlyに割り当てたfixtureが、SBERTの必須実行を要求しないことを示す。	sha256:6b98b77f2bcfeff108893bed5aaeb4279a18bfdf78d43c4ce7c0c3c99d252ddd	sha256:1a349dad19cebfa5cda646fa0cd185ea233c026f4adcf2a4e27f0e54af67b294
