Obligation ID	Parent AC	Package ID	Tranche ID	Canonical storage ref	Obligation meaning SHA-256	Joint group	Parent contribution	Design IDs	Proof type	Negative case	Target scope	Accounting	Design	Proof	Blocker
DO-CAM-049	AC-NFR-003	WP-03	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-049	sha256:b27540568c020f874e01f31200fea4a2c346549464df11d44a168712a83a7df0	JG-CAM-MEASURE	partial	SD-PRJ-CAM-001	measurement	欠測理由なし	実機Profile	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CAM-050	AC-PER-001	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-050	sha256:05d321821670b0bef3f8ada44fcfe6ac554e21550366f17e7422d5ad1c6ca41b	JG-CAM-GUARD	partial	SD-EVT-EXE-004, SD-TRN-EXE-009, SD-GPH-CAM-001	pure/integration	未宣言factをguardに使う、producer自身の結果で自分をready化、DeclarationとRecordに別lifecycleを持つ	共通Guard Fact	accounted-for	designed	planned	—
DO-CAM-051	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-051	sha256:b58b2eea7249e5581e8e5fde7fd684f9ebda589789cabe1c33c5aafc7211395a	JG-CAM-RECOVERY-CUSTODY	partial	SD-EVT-EXE-005, SD-RUL-EXE-003, SD-TRN-EXE-010, SD-TRN-EXE-011, SD-TRN-EXE-012, SD-PER-EXE-004, SD-PER-EXE-005, SD-REC-PHY-001	concurrency/crash-recovery	custody移管/出口の部分commit、旧exclusive leaseでRecovery自己阻害、StillUnknownでrelease、Quarantined資源を通常再利用	物理資源Recovery	accounted-for	designed	planned	—
DO-CAM-052	AC-ARC-012	WP-01	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-052	sha256:48a635f60770b9468e7fc7a893ab5aaaede1cfb67bb60d1838844537bc0d9a32	JG-CAM-PROFILE-USE	partial	SD-PER-DPF-001, SD-TRN-DPF-003, SD-TRN-QPR-001	concurrency/crash-recovery	Profile/QPR useの片側だけ取得・解放、retired revisionを無参照と誤認	Camera Profile/QPR	accounted-for	designed	planned	—
DO-CAM-053	AC-OPS-004	WP-08	TR-PILOT-ABC	docs/system-design/slices/01-camera-observation.md::DO-CAM-053	sha256:9084c59d5e4d8157b797a96467a774e0bfef7fc35b71064f348f303dc27161c1	JG-CAM-INITIAL-LINEAGE	partial	SD-PER-CFG-005, SD-EVT-EXE-008, SD-RUL-EXE-006, SD-TRN-EXE-015, SD-PER-EXE-007, SD-PER-CAM-001	concurrency/crash-recovery	CFG useだけ、BRP/IRP useだけ、INT/QLIだけ、lineage/Graphだけの部分commit、generation 1で初期化、同一admissionの二Graph、同じidentityの異payload再送	Camera initial admission/Graph	accounted-for	designed	planned	—
DO-CFG-001	AC-CFG-001	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-001	sha256:0694f2aec3ec484cdb097aa01e81457819a03546a0f68da801b422f64c6d8dff	JG-CFG-ROOTS	partial	SD-STA-CFG-001, SD-PRT-CFG-001	architecture/contract	XDG役割混在、secret平文	Linux storage境界	accounted-for	designed	planned	—
DO-CFG-002	AC-CFG-002	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-002	sha256:8e825087219a9ab660df4506a20fa4d4cabf4a0b6a13de507fad09baad00ab6f	JG-CFG-SCHEMA	full	SD-RUL-CFG-001, SD-EVT-CFG-001	pure	不正型、未知必須値受理	configuration schema	accounted-for	designed	planned	—
DO-CFG-003	AC-CFG-003	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-003	sha256:81eb8f13557a3f0d9a6882ca204bd91e51e04ecf5f6e7a8534679ad4676f2817	JG-CFG-LAYER	full	SD-RUL-CFG-002, SD-PRJ-CFG-001	pure/projection	layer逆転、provenance欠落	configuration layer	accounted-for	designed	planned	—
DO-CFG-004	AC-CFG-004	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-004	sha256:cd547dac9508cd56a2d6f0201520a09113b4900bf2a0510210ec56d5d0a49f92	JG-CFG-WRITE	full	SD-CMD-CFG-001, SD-EFX-CFG-001, SD-PER-CFG-001, SD-PER-CFG-003	contract/crash-recovery	Web直接write、部分commit	configuration write	accounted-for	designed	planned	—
DO-CFG-005	AC-CFG-005	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-005	sha256:c46c06f9081e46d7e03d2a9662268f2f4cc583cbbfba4bf44eaf015e22e39638	JG-CFG-WRITE	full	SD-GPH-CFG-001, SD-REC-CFG-001, SD-STA-CFG-001	crash-recovery	失敗後に部分設定をeffective化	configuration write	accounted-for	designed	planned	—
DO-CFG-006	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-006	sha256:5cb1f9c0ce1c1ca98bbb29b466dc3995a3fb12b32ad118ad7d4da96116618a24	JG-CFG-APPLY	full	SD-RUL-CFG-004, SD-PRJ-CFG-001, SD-GPH-RST-001	pure/projection	指定外restart、反映差分欠落	apply modes	accounted-for	designed	planned	—
DO-CFG-007	AC-CFG-007	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-007	sha256:99713ac152f784157b544bfb95d16186524ae1e4ae12cd230d7975cc96d642dc	JG-CFG-MIGRATION	full	SD-GPH-MIG-001, SD-RUL-MIG-001, SD-PRT-MIG-001	integration	利用者asset上書き	upgrade	accounted-for	designed	planned	—
DO-CFG-008	AC-CFG-008	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-008	sha256:9c129674dd620a0a1b60245e9ebecc6a91367201c90434cdb9643af6af50a76c	JG-CFG-MIGRATION	full	SD-REC-MIG-001, SD-PER-MIG-001, SD-PRJ-MIG-001	crash-recovery	部分migration公開	upgrade	accounted-for	designed	planned	—
DO-CFG-009	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-009	sha256:44ab20a37b2611db4abf76cdcc7abf5f709b5fdb7d5ff933a1c2bbeb4001f0d0	JG-CFG-BINDING	full	SD-MOD-RBI-001, SD-PRT-RBI-001	architecture/contract	mode切替でDomain変更	capability binding	accounted-for	designed	planned	—
DO-CFG-010	AC-CFG-010	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-010	sha256:aa70d728bb8589cc1bd594a105d654d2ae56a74183b4a308ff706bbb0babda28	JG-CFG-BINDING	full	SD-RUL-RBI-001, SD-EVT-RBI-002, SD-REC-RBI-001	pure/contract	mismatchを互換扱い、fallback	remote binding	accounted-for	designed	planned	—
DO-CFG-013	AC-CFG-013	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-013	sha256:6529f7da9cf007e2765d9e025fbd0c67ad1d462db3c7d5d35da45591e6a304f7	JG-CFG-APPLY	full	SD-PER-CFG-005, SD-PER-EXE-007, SD-TRN-CFG-006, SD-TRN-BRP-002, SD-TRN-IRP-002	concurrency/crash-recovery	PER-CFG-005がINT/QLIを単独admit、CFG useだけ/BRP-IRP useだけ/Interactionだけ/Graphだけの部分commit、active rebind、fallback	next interaction initial admission	accounted-for	designed	planned	—
DO-CFG-014	AC-CFG-014	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-014	sha256:aee2c181fa3a3a0eec4f2d3193532538f09d32b4fc19cdcb5b5c0d1867d22ce9	JG-CFG-MATRIX	partial	SD-MOD-RBI-001, SD-EFX-AGT-007, SD-RUL-AGT-007	integration/contract	Codex remote扱い、disabled依存ready	initial deployment	accounted-for	designed	planned	—
DO-CFG-015	AC-CFG-015	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-015	sha256:427c7e50210eb87b14b2e0c1412c899767efb73e82d9887dc3dcac4f41db033f	JG-CFG-APPLY	partial	SD-PER-CFG-004, SD-PER-CFG-005, SD-TRN-MEM-009, SD-TRN-NOT-001, SD-TRN-AUT-001, SD-CTX-DPF-001	concurrency	active Effectへ遡及	cross-context config	accounted-for	designed	planned	—
DO-CFG-017	AC-SET-002	WP-05	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-017	sha256:9c5f422daa73189fb8fa776a9fb1af95624dc4dfc7e1e9b793e91050934207e6	JG-CFG-SETUP	partial	SD-PRJ-RBI-002, SD-PRJ-AGT-001	integration/projection	readiness理由・remedy欠落	doctor	accounted-for	designed	planned	—
DO-CFG-019	AC-QPR-001	WP-03	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-019	sha256:a845f7cd7b49bbe740d2865c5824d0beb4c06e855aec3aff31591ed94c6ca39d	JG-CFG-QUALITY	full	SD-STA-QPR-001, SD-TRN-QPR-001	measurement	測定欠落	profile	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CFG-020	AC-QPR-002	WP-03	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-020	sha256:7c2be8887b50ed0b36912982ae9f0e14513c82f8e1731a947cb1eb44be040025	JG-CFG-QUALITY	full	SD-STA-QPR-001, SD-PRJ-RBI-002	measurement	warm/cold混同	profile	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CFG-021	AC-QPR-003	WP-03	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-021	sha256:2bfb273d3e204d03381c2b762c3b6cb6f5805af8dfa2b2b63d36fe4c6208e6b1	JG-CFG-QUALITY	full	SD-STA-QPR-001, SD-RUL-RBI-001	measurement	基準FIX前ready	profile	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CFG-022	AC-QPR-004	WP-03	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-022	sha256:e0387e0fb57ed3f1c463dfc0a5e1fbad0b090dbe58868c58d388430bbabcae0b	JG-CFG-QUALITY	full	SD-TRN-QPR-001, SD-PRJ-RBI-002	measurement	証拠流用	profile	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
DO-CFG-023	AC-PRD-009	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-023	sha256:eb4cb4893238a761416df80603c647e49e6e5f4d4562aa9bce7ea7934d64069d	JG-CFG-CAP	partial	SD-MOD-RBI-001, SD-PRJ-RBI-001	integration	local/remote広告欠落	inference capability	accounted-for	designed	planned	—
DO-CFG-024	AC-PRD-010	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-024	sha256:d296c60f04104878b08679600920d6ea4c32e24b5933560925e3b8fd91a05f3e	JG-CFG-ROUTE	full	SD-RUL-BRP-001, SD-RUL-IRP-001, SD-STA-IRP-001	pure/integration	route選択LLM生成	inference routing	accounted-for	designed	planned	—
DO-CFG-025	AC-PRD-011	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-025	sha256:f93e3db784dded3176e41ae81308adadd3dd378752eafe21a363b0a25d0d40b2	JG-CFG-ROUTE	full	SD-RUL-IRP-001, SD-PRJ-IRP-001, SD-REC-RBI-001	pure/projection	preferred/effective混同、fallback表示	inference routing	accounted-for	designed	planned	—
DO-CFG-026	AC-PRD-017	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-026	sha256:476121a4995c157fdacf4068aa5ae0cb83493ce831497c6d3a0da9b970ba0b98	JG-CFG-ROUTE	full	SD-PER-CFG-005, SD-TRN-IRP-002, SD-STA-AGT-001	concurrency/integration	active turn rebind	agent turn	accounted-for	designed	planned	—
DO-CFG-027	AC-PRD-020	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-027	sha256:e5223bba17511c228260d903eaccc612036d40b8854e45c0cff571939ff833f3	JG-CFG-CONTINUITY	full	SD-RUL-IRP-001, SD-STA-AGT-001, SD-STA-PRV-001	pure/integration	NoExternalContinuityへThread偽装	inference route	accounted-for	designed	planned	—
DO-CFG-028	AC-FR-017	WP-02	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-028	sha256:f2d7b316fdebaae706f713efb1a15a497bdbd9c98fc0297787204b18eee33f3c	JG-CFG-ROUTE	full	SD-RUL-BRP-001, SD-RUL-IRP-001	pure	behaviorとVision routeを一Decision化	multimodal routing	accounted-for	designed	planned	—
DO-CFG-029	AC-ARC-002	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-029	sha256:1a7563732404acd07d842cd560fa7f605a6098c3c3334160cb258942a10bc2c1	JG-CFG-DEPENDENCY	partial	SD-MOD-RBI-001, SD-PRT-CFG-001, SD-PRT-RBI-001	architecture	DomainからAdapter/FFIへ依存	Core boundary	accounted-for	designed	planned	—
DO-CFG-032	AC-ARC-009	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-032	sha256:413a801c247cef0febcebeedc4179ffa85f451b155fd712a4db12e74c57aa896	JG-CFG-ROUTING	full	SD-STA-BRP-001, SD-RUL-BRP-001	pure	gray gate結果を区別しない	behavior routing	accounted-for	designed	planned	—
DO-CFG-033	AC-ARC-010	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-033	sha256:b7dc653d7bf002363c2fe682dd3116dbfda00e39ba69df9970f52cad9e6e6929	JG-CFG-ROUTING	full	SD-RUL-BRP-001, SD-PRJ-BRP-001	pure	競合・曖昧・候補なしを統合	behavior routing	accounted-for	designed	planned	—
DO-CFG-034	AC-ARC-013	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-034	sha256:0723dd201cded8226ec53738beb7cd059bc8e5f65db059706da83da31501fe99	JG-CFG-CONTRIBUTOR	full	SD-STA-BRP-001, SD-RUL-BRP-001	pure	rule-onlyでもSBERT必須	contributor policy	accounted-for	designed	planned	—
DO-CFG-035	AC-ARC-018	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-035	sha256:b0447b1383c4f6493cb1c6c80c0b4f0c33b57ac235b3b18103eb56cf28ec0073	JG-CFG-CONTRIBUTOR	full	SD-STA-BRP-001, SD-TRN-BRP-001, SD-RUL-BRP-001	pure/architecture	Policy version変更にKernel分岐	contributor policy	accounted-for	designed	planned	—
DO-CFG-037	AC-ARC-028	WP-01	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-037	sha256:16ed3b326b63bdcc648a9b53146d82ae76f9b1a5cddd4dc04c309a35df6a88f5	JG-CFG-AUTHORITY	partial	SD-CTX-AUT-001, SD-STA-AUT-001, SD-TRN-AUT-001	architecture	Skill/LLMがgrant所有	authorization	accounted-for	designed	planned	—
DO-CFG-055	AC-OPS-009	WP-08	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-055	sha256:7031c5ce1e3030fe74ba47742aa65ca2b7b0f5e98b067e534c54e2bc7d04ad15	JG-CFG-RUNTIME	full	SD-MOD-RBI-001, SD-PRT-RBI-001, SD-PRT-RBI-002	architecture/contract	rebindでDomain変更	capability adapter	accounted-for	designed	planned	—
DO-CFG-056	AC-OPS-027	WP-08	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-056	sha256:387fa9f074dafa88dac111c57b33f891033c51148a6a4206e55029bf2515c63d	JG-CFG-RUNTIME	partial	SD-RUL-INT-001, SD-RUL-RBI-001, SD-PRJ-RBI-002	pure/integration	unavailable資源でもadmit	Qualia admission	accounted-for	designed	planned	—
DO-CFG-057	AC-API-001	WP-04	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-057	sha256:8e52ea480a78fe6db74e4b9a187cf74eebcd541bd52a289f2157a37abd9182c6	JG-CFG-API	partial	SD-CMD-CFG-001, SD-PRJ-CFG-001	contract	UIのみ	API	accounted-for	designed	planned	—
DO-CFG-058	AC-API-002	WP-04	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-058	sha256:6cd3a9336cc5409482e41346d993a189f1635272a3144cef3493b10db2f5a7b4	JG-CFG-API	partial	SD-CMD-CFG-001, SD-RUL-CFG-003, SD-GPH-CFG-001	contract	APIがEffect/Adapter/Stateを直接操作	configuration API	accounted-for	designed	planned	—
DO-CFG-059	AC-API-003	WP-04	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-059	sha256:5364bd1410bdfda16a20af9c30af790b76b0d5c4f9329e942b111fc1c405e3eb	JG-CFG-API	partial	SD-CMD-CFG-001, SD-PRJ-CFG-001, SD-PRT-CFG-001	architecture	transport schemaをDomain型化	configuration API	accounted-for	designed	planned	—
DO-CFG-064	AC-SKL-003	WP-06	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-064	sha256:48ce3370f229148487bdd15147869eb3844f0ad4bed5d9f26a252a051396ea47	JG-CFG-SKILL	full	SD-TRN-AUT-001, SD-STA-AUT-001	pure	自己権限拡大	Skill	accounted-for	designed	planned	—
DO-CFG-065	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-065	sha256:cf1e554a13244995ebecf9717c8ff0c0d89400e6cc713dd54a6ff8ebcef6e203	JG-CFG-INTERNAL-APPLY	full	SD-RUL-CFG-004, SD-PER-CFG-004, SD-TRN-CFG-005	pure/concurrency	internal Policy/Profile変更を外部Effect化、owner commit前にeffectiveへ昇格、複数ownerの部分commit	Immediate/NextInteraction apply	accounted-for	designed	planned	—
DO-CFG-066	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-066	sha256:0f0a6397dd4e4d5899cf393d6c414252840ae8458816e2f1f8d8035834ba81b9	JG-CFG-EXTERNAL-APPLY	full	SD-GPH-RBI-001, SD-MOD-RBI-002, SD-RUL-CFG-004	architecture/integration	汎用ApplyTarget Effect、RuntimeControl payloadでCapability materialize/probeを代用	external capability apply	accounted-for	designed	planned	—
DO-CFG-067	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-067	sha256:b48b6c460e67e6f6d9c2fba6c94175d18eac2afe59b69e76c30cc1fc44d941ef	JG-CFG-RUNTIME-PAYLOAD	full	SD-MOD-RBI-001, SD-MOD-RBI-002, SD-EFX-RBI-001, SD-EFX-RBI-002, SD-EFX-RBI-003, SD-EFX-RBI-004, SD-EFX-RBI-005, SD-EFX-RBI-006, SD-EFX-RBI-007, SD-EFX-RBI-008	contract/architecture	mode、target operation、candidate cleanup contract/custody、AllBindingUsesReleased evidence、query/probe evidence、deadline stage/anchor/durationのfield loss、generic operation DTO	runtime binding payload closure	accounted-for	designed	planned	—
DO-CFG-068	AC-CFG-010	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-068	sha256:98b5b96a25e7e99d2fc8083c7da22ded837aafa697f60953bbc360cd5be4f4a0	JG-CFG-RUNTIME-RECOVERY	partial	SD-MOD-RBI-001, SD-EFX-RBI-005, SD-EFX-RBI-006, SD-EFX-RBI-007, SD-EFX-RBI-008, SD-EVT-RBI-004, SD-EVT-RBI-005, SD-RUL-RBI-002, SD-RUL-RBI-004, SD-RUL-RBI-010, SD-PER-RBI-003, SD-PER-RBI-006, SD-PER-EXE-005, SD-REC-RBI-001	concurrency/crash-recovery	OutcomeUnknownを自動再送、Q/C/Rを二回attempt、cleanup custody/RCP useの部分Recovery、EXE custody QuarantinedでBindingUseだけRecovery、Quarantined UseをLastUseReleased扱い、late reconcileで新generation変更、旧modeへfallback	runtime binding recovery/no-fallback部分	accounted-for	designed	planned	—
DO-CFG-069	AC-CFG-009	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-069	sha256:94d3139514f0acbac22af68fb1135ad470dd599e2408997d88546bbe5edd0acf	JG-CFG-RUNTIME-DISPATCH	partial	SD-PER-RBI-002, SD-RUL-RBI-001, SD-RUL-RBI-003	concurrency/crash-recovery	owner revision/readiness/generation/EXEの一部だけ確認、BindingUseまたはoutboxだけcommit、Codexへ非Codex UoWを適用	non-Codex capability dispatch部分	accounted-for	designed	planned	—
DO-CFG-070	AC-CFG-013	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-070	sha256:4773b1c171c3f9cf14ed2ec9bfdad2e8ea2560972aaa2b525986177c199c169c	JG-CFG-REVISION-USE	full	SD-PER-CFG-005, SD-PER-DPF-001, SD-PER-RBI-001	concurrency/crash-recovery	最終use解放とretirementの部分commit、active work中にrevision破棄	configuration/profile/binding retirement	accounted-for	designed	planned	—
DO-CFG-071	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-071	sha256:e1fb07c6ec89ae83936d0c990fda5310008be43b79f415527a7e79d1e56e6802	JG-CFG-RESTART-GRAPH	full	SD-RUL-CFG-004, SD-PER-CFG-007, SD-GPH-RST-001, SD-GPH-RBI-001, SD-PER-RST-001, SD-PER-RST-003, SD-EVT-RST-004	integration/concurrency/crash-recovery	RestartAdapterをglobal restart、RestartRuntimeをRBI集合へ誤写像、API retryでGraph重複、別desired/atomic group completionでactivation	apply mode/global runtime restart	accounted-for	designed	planned	—
DO-CFG-072	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-072	sha256:53ae1cb0c75ce39db59236cb19824008e07bd0c3c1df6edb1fb6391f2bc3c894	JG-CFG-RESTART-RECOVERY	partial	SD-EVT-EXE-005, SD-RUL-EXE-003, SD-TRN-EXE-010, SD-TRN-EXE-011, SD-TRN-EXE-012, SD-PER-EXE-004, SD-PER-EXE-005, SD-EFX-RST-006, SD-EFX-RST-007, SD-RUL-RST-003, SD-EVT-RST-002, SD-GPH-RST-001, SD-TRN-RST-003, SD-PER-RST-003, SD-REC-RST-001	concurrency/crash-recovery	ZがQ/Xより先にready、cancel branchでX evidenceなしZ、custody移管/出口の部分commit、Q/X/Zを二回attempt、StillUnknownのRecord非終端またはrelease、quarantine runtime再利用	runtime restart Recovery	accounted-for	designed	planned	—
DO-CFG-073	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-073	sha256:02653c401f1edd7ca0965d62a16e44f022c1afff9bc00ce4f502248046f98b2d	JG-CFG-RESTART-HANDOFF	full	SD-MOD-EXE-002, SD-RUL-EXE-004, SD-TRN-EXE-013, SD-RUL-RST-002, SD-RUL-RST-004, SD-TRN-RST-002, SD-TRN-RST-004, SD-EVT-RST-003, SD-EVT-RST-005, SD-PER-RST-002, SD-PER-RST-004	concurrency/crash-recovery	active work残存中restart、handoff Eventだけcommit、target owner未終端でReleased、AwaitOwnerDecisionでReleased、ContributionなしResume、QLI/Behavior/EXEの部分resume、Resume UoWがattempt/BindingUse/intent/outboxを直接生成、crash後にold workを再開	restart active-work handoff lifecycleとpre-claim resume	accounted-for	designed	planned	—
DO-CFG-074	AC-CFG-008	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-074	sha256:191f8be11e103f21b11a0a1107c797b2137deb44a40801da593bb9a1889f32bc	JG-CFG-MIGRATION-RECOVERY	full	SD-MOD-MIG-001, SD-GPH-MIG-001, SD-EFX-MIG-001, SD-EFX-MIG-002, SD-EFX-MIG-003, SD-EFX-MIG-005, SD-EVT-MIG-001, SD-EVT-MIG-002, SD-EVT-MIG-003, SD-EVT-MIG-004, SD-EVT-MIG-005, SD-RUL-MIG-002, SD-RUL-MIG-003, SD-RUL-MIG-004, SD-TRN-MIG-001, SD-TRN-MIG-002, SD-TRN-MIG-003, SD-TRN-MIG-004, SD-TRN-MIG-005, SD-PER-MIG-002, SD-PER-MIG-003, SD-PER-MIG-004, SD-REC-MIG-001	pure/concurrency/crash-recovery	intermediate DefinitelyAppliedをCompleted、MIG001/003でstage mutation、MIG004二回適用、step skipまたは二段advance、dependency未成立next、operation固有field欠落、Queryへのcancel混入、同stage duplicateで新recovery generation、別stageのbranchをdedupe、Q/X/R再attempt、Plan/stage/next/lease/custody部分commit、未検証Completed/Restored、quarantine workspace公開	ordered migration stage、single mutator、stage-scoped Recovery	accounted-for	designed	planned	—
DO-CFG-075	AC-CFG-005	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-075	sha256:6361a905e4655c9fe3dd64ac5fe895ed89d2d74cc5450a8fccd398ba2872cfa6	JG-CFG-PERSISTENCE-RECOVERY	full	SD-EVT-CFG-007, SD-RUL-CFG-006, SD-TRN-CFG-007, SD-PER-CFG-008, SD-PER-EXE-005, SD-REC-CFG-001	concurrency/crash-recovery	digest不一致をDefinitelyAppliedとしてfinalize、Q/C/Rの二回attempt、CFG/lease/custodyの部分commit、StillUnknown文書資源を非終端または再利用	configuration persistence Recovery	accounted-for	designed	planned	—
DO-CFG-076	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-076	sha256:287df50faaf6cdf755e6fef1e6999de9a9817b2fb3f3fd96a77088da0ffc7a0d	JG-CFG-ADAPTER-ATOMIC-ACTIVATION	full	SD-RUL-RBI-005, SD-EVT-RBI-006, SD-PER-RBI-004, SD-RUL-RBI-006, SD-EVT-RBI-007, SD-RUL-CFG-007, SD-PER-CFG-004	pure/concurrency/crash-recovery	target一件だけEffective、CFGだけ新snapshot、Materialize受付だけでactivation、stale readinessでactivation、旧generationをactivation前にretire	RestartAdapter staged preparationとatomic activation	accounted-for	designed	planned	—
DO-CFG-077	AC-OPS-024	WP-08	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-077	sha256:37bda9d835867eb21e75ebb4fcd9251464dee4a4b4ae921aeec76a98df0a1fcb	JG-CFG-RESTART-EPOCH	full	SD-MOD-RST-002, SD-MOD-EXE-003, SD-STA-QLI-001, SD-RUL-RST-002, SD-RUL-RST-004, SD-TRN-RST-002, SD-TRN-RST-004, SD-PER-RST-002, SD-PER-RST-004	pure/concurrency/crash-recovery	E1 late handoffでE2 subject変更、handoffがreplacement subjectを自動包含、recovery history上書き、同一Qualiaの二回目restart拒否	restart epochと複数resume cycle	accounted-for	designed	planned	—
DO-CFG-078	AC-CFG-013	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-078	sha256:ea45fea31a90dd60a7c48965989168285e05bba5fe8f8967a3abf849a6add259	JG-CFG-ZERO-USE-RETIREMENT	full	SD-RUL-RBI-007, SD-EVT-RBI-003, SD-PER-CFG-004, SD-PER-RBI-001	pure/concurrency/crash-recovery	zero-use旧generationが永久Retiring、activation/last-release競合で二Graph、AllBindingUsesReleasedだけ部分commit、Quarantinedをrelease扱い	post-activation generation drain	accounted-for	designed	planned	—
DO-CFG-079	AC-CFG-006	WP-07	TR-PILOT-ABC	docs/system-design/slices/03-configuration-capability.md::DO-CFG-079	sha256:916992dcd2ff8876e84a9e8097703d86114aa81a0841816cd369c2492df479ec	JG-CFG-CANDIDATE-COEXISTENCE	full	SD-PRF-RBI-001, SD-RUL-RBI-008, SD-RUL-CFG-004, SD-PER-RBI-004, SD-PER-CFG-004	contract/integration/spike	singleton local-managed旧/candidateを未証明で並行起動、RequiresGlobalRestartをRestartAdapter実行、RestartRuntimeへ暗黙fallback	Capability別candidate probe能力	accounted-for	designed	blocked-by-spike	proof-status:blocked-by-spike
